id,name,emoji,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
254,automobile,🚗,0.211770975,0.618750859,0.093624158,0.291445676,0.455850865,0.25222219,0.290576444,0.510538826,0.445977469,1.010719302
255,police car light,🚨,0.404515707,0.834358343,0.138282949,0.379776213,0.623572936,0.397925924,0.4538688,0.931851937,0.756394656,1.404964859
256,airplane,✈,0.135774433,0.634520905,0.120552226,0.185578253,0.445232662,0.16446503,0.225724853,0.553137191,0.334607472,0.949274303
257,rocket,🚀,0.195540833,0.624957172,0.081066746,0.177806834,0.455743053,0.15823381,0.243095942,0.577942303,0.324006364,1.0931105
258,alarm clock,⏰,0.277719938,1.008170563,0.087201714,0.261989906,0.741012758,0.294291168,0.516714574,0.896083713,0.606775608,1.45435273
259,crescent moon,🌙,0.137680395,0.697442287,0.093932788,0.159567967,0.716033015,0.194288218,0.393053338,0.67347959,0.307192702,1.104226307
260,new moon face,🌚,0.196469866,0.361986857,0.145377775,0.198755112,0.320802481,0.202519024,0.16733166,0.404403692,0.423890492,0.606561169
261,sun,☀,0.139955525,0.918631382,0.069887732,0.143881091,1.108679375,0.169951417,0.543693647,0.880396155,0.312443657,1.496543591
262,full moon face,🌝,0.154849498,0.47458194,0.048160535,0.17090301,0.513712375,0.167558528,0.250501672,0.602508361,0.307023411,0.945317726
263,sun with face,🌞,0.12725053,0.852077081,0.075809609,0.135312086,1.036104912,0.152726063,0.539489576,0.794117368,0.26753772,1.398437354
264,star,⭐,0.21644888,0.8675678,0.122862626,0.247607367,0.884101914,0.241891137,0.408683268,0.945627318,0.414124796,1.565738482
265,glowing star,🌟,0.212467323,0.931564344,0.168225991,0.315788852,0.899902456,0.206590957,0.592371632,0.744364354,0.385286124,1.552978615
266,milky way,🌌,0.145490782,0.699765108,0.111822906,0.221581607,0.724677913,0.201437825,0.288347925,0.599046195,0.369065414,1.183144708
267,cloud,☁,0.151991518,0.640207939,0.09811725,0.152849169,0.809533517,0.245936002,0.314590584,0.648471114,0.35976853,1.240965851
268,rainbow,🌈,0.218693109,0.740368852,0.151552452,0.245736749,0.891781059,0.257645537,0.335461852,0.839959658,0.413863999,1.436647938
269,high voltage,⚡,0.238539357,0.653295408,0.112400283,0.248466706,0.586691499,0.22431669,0.286511651,0.643663105,0.44494119,1.135849328
270,snowflake,❄,0.15190578,0.568660142,0.107060259,0.169190892,0.527561392,0.190287522,0.214085733,0.46744055,0.406618863,0.837736543
271,fire,🔥,0.250577567,0.519952168,0.135054124,0.263164606,0.476893763,0.193850308,0.221021095,0.515500102,0.420250579,0.899222656
272,droplet,💧,0.152018363,0.493015059,0.110288189,0.207611815,0.433638505,0.207491716,0.17349575,0.522967485,0.432691886,0.899651647
273,water wave,🌊,0.223022877,0.657434651,0.139687831,0.232302812,0.610941386,0.257606758,0.30629564,0.581526339,0.456828706,1.023268241
274,sparkles,✨,0.181228399,0.69843904,0.118201616,0.193710629,0.771900937,0.210590591,0.352375669,0.661578522,0.376959616,1.215484846
275,balloon,🎈,0.093787875,1.591815079,0.072729316,0.139055812,1.805574038,0.119112552,0.838331987,1.141133655,0.198820464,2.153387838
276,party popper,🎉,0.143573901,1.282107439,0.115319168,0.195878669,1.293667571,0.152741725,0.720383387,0.941409377,0.296049874,1.780217649
277,confetti ball,🎊,0.123157959,1.345531195,0.066217516,0.151891604,1.422679556,0.140731058,0.669374519,0.973003566,0.247401988,1.783242301
278,ribbon,🎀,0.196809831,0.51433714,0.077230222,0.216194968,0.578119828,0.133027143,0.187168984,0.50500662,0.347277392,0.866207382
279,wrapped gift,🎁,0.13404307,1.507626002,0.065899544,0.156848129,1.594836683,0.145056517,0.899054705,0.984524324,0.254013996,2.09946278
280,trophy,🏆,0.30534468,0.81931854,0.085522445,0.152607975,0.869459072,0.329797478,0.5121575,0.928217596,0.482739517,1.425471855
281,1st place medal,🥇,0.174924563,0.789079936,0.086328495,0.172781974,0.670184084,0.191333226,0.353437963,0.752352384,0.351045405,1.233131573
282,soccer ball,⚽,0.168085578,0.724985574,0.079524169,0.194433841,0.60410138,0.15872875,0.286901327,0.602876293,0.34697501,1.117572906
283,baseball,⚾,0.312725047,0.549862871,0.095747666,0.155985195,0.50197291,0.143212288,0.225903488,0.534827494,0.427240116,1.203971176
284,basketball,🏀,0.195775941,0.703581267,0.07456382,0.238200184,0.587511478,0.154453627,0.240587695,0.579981634,0.34251607,1.03379247
285,American football,🏈,0.180945835,0.678635248,0.093935526,0.190371461,0.586522664,0.130803469,0.21640648,0.486908853,0.275297005,0.933781705
286,boxing glove,🥊,0.537242946,0.589610234,0.132532281,0.400047824,0.435616929,0.197991392,0.225251076,0.550394548,0.604794357,0.898852224
287,direct hit,🎯,0.3576466,0.619403857,0.162322229,0.340580557,0.543308007,0.263354763,0.292460549,0.667368011,0.577518021,1.092226768
288,crystal ball,🔮,0.251806072,0.847747108,0.148181401,0.293940786,0.816219151,0.249154383,0.440597987,0.774251472,0.530400468,1.402012778
289,videogame,🎮,0.251997399,0.798494983,0.103725381,0.254412858,0.600287997,0.215951319,0.333658491,0.760172798,0.528985507,1.279264214
290,heart suit,♥,0.14870289,0.68082322,0.100883715,0.186767576,0.934761457,0.179448495,0.329595222,0.72649506,0.327170437,1.35922809
291,artist palette,🎨,0.140512607,0.764146304,0.06981865,0.161092452,0.818920803,0.301172049,0.461917001,0.60137372,0.298784896,1.410901627
292,shopping bags,🛍,0.139820501,1.129968284,0.05472704,0.114110264,0.915513867,0.224104191,0.539847493,0.851204535,0.365004386,1.740063432
293,crown,👑,0.187088089,0.642893803,0.110615947,0.21551681,0.719512991,0.193340796,0.285843873,0.705397951,0.383697089,1.334058563
294,ring,💍,0.137185455,0.61752007,0.091580652,0.192302503,0.737839843,0.150374418,0.28303987,0.648148148,0.30800108,1.136915604
295,gemstone,💎,0.20639047,0.828185797,0.1342661,0.219781249,0.935284659,0.236674261,0.360750152,0.800087401,0.436146943,1.535991442
296,speaker high volume,🔊,0.251240104,0.488912979,0.159127493,0.215564534,0.494234749,0.262934858,0.227029335,0.58329227,0.457967872,1.056535594
297,megaphone,📣,0.338231141,1.100390674,0.154857537,0.330809903,0.919441132,0.339282352,0.524993724,1.185766286,0.679443329,1.763093071
298,musical score,🎼,0.178169051,0.666820341,0.142707064,0.240225954,0.944983298,0.3897543,0.334677652,0.807622044,0.34004797,1.379605839
299,musical note,🎵,0.181116729,0.536356185,0.114462846,0.217346177,0.67110223,0.315117132,0.24306709,0.608017813,0.386165724,1.063405522
300,musical notes,🎶,0.190835415,0.547997698,0.13175354,0.211533597,0.718392482,0.313622484,0.268991247,0.58568444,0.402397721,1.085000795
301,studio microphone,🎙,0.192953877,0.719489597,0.138056812,0.247070544,0.673009988,0.241560289,0.282278907,0.788513922,0.434744873,1.450859475
302,microphone,🎤,0.197114363,0.689698067,0.12234221,0.231137997,0.77129176,0.303556311,0.32148674,0.70982087,0.39615594,1.214115996
303,headphone,🎧,0.160897642,0.558853292,0.098134616,0.200010244,0.610516008,0.226790363,0.269875869,0.659734765,0.350227072,1.107576929
304,radio,📻,0.18873403,0.511614402,0.089818041,0.150406504,0.41831204,0.190089044,0.241773132,0.560201316,0.303716609,1.056910569
305,guitar,🎸,0.130909287,0.71916365,0.116726998,0.184126641,0.907774596,0.302933708,0.331487384,0.713625803,0.316386623,1.355205576
306,mobile phone,📱,0.205826009,0.782454361,0.090432725,0.274960559,0.49678837,0.225039441,0.238618436,0.702614379,0.391255353,1.232307866
307,mobile phone with arrow,📲,0.24753809,0.714836492,0.109810479,0.250185805,0.623560015,0.241360089,0.271228168,0.79835563,0.44179673,1.374489037
308,telephone,☎,0.19854674,0.791437549,0.129091385,0.233110762,0.604281226,0.212228332,0.292223095,0.885964912,0.500785546,1.461311862
309,telephone receiver,📞,0.195230791,0.947148236,0.177032492,0.220401618,0.590573142,0.282317668,0.268651513,0.961232743,0.565402315,1.503904616
310,laptop,💻,0.179900845,0.727299758,0.085201484,0.204060555,0.573706906,0.208073174,0.242109286,0.772410033,0.359803418,1.467257522
311,movie camera,🎥,0.272094316,0.73373759,0.157965407,0.345408951,0.59686486,0.241228913,0.28832753,0.651010019,0.492994091,1.189202953
312,clapperboard,🎬,0.198059247,0.696058983,0.150350459,0.301147259,0.713697679,0.253950936,0.291063281,0.703349203,0.397126893,1.283640812
313,television,📺,0.241542549,0.781023127,0.092489335,0.436045206,0.52342639,0.241673527,0.334499663,0.701687748,0.480297133,1.237014445
314,camera,📷,0.208038165,0.640709596,0.111753756,0.250190368,0.693679436,0.250361802,0.274140198,0.718932532,0.448349617,1.289816931
315,camera with flash,📸,0.221500943,0.607523077,0.107703737,0.252013087,0.655320695,0.244461973,0.281447983,0.667287389,0.437219155,1.170509937
316,candle,🕯,0.237950432,0.689802283,0.151177945,0.385051518,0.654146477,0.336106934,0.336374269,0.776530214,0.551155667,1.203976608
317,light bulb,💡,0.199674849,0.599145722,0.13617958,0.255202916,0.617907524,0.205450818,0.224465066,0.677484828,0.401712595,1.254071957
318,open book,📖,0.20229682,0.787102474,0.168727915,0.350706714,0.855123675,0.269434629,0.373674912,1.065371025,0.509717314,1.856890459
319,books,📚,0.191941284,0.781518356,0.115553886,0.262129669,0.738460713,0.229162194,0.343132782,0.879803564,0.424511593,1.750872155
320,newspaper,📰,0.23155521,0.720926133,0.10687107,0.344644326,0.530348328,0.200736763,0.269418082,0.778008756,0.4365414,1.311192484
321,moneybag,💰,0.397884464,0.855749144,0.159180672,0.28645817,0.725057407,0.230064159,0.447849799,0.84657264,0.503450557,1.377968438
322,dollar banknote,💵,0.446726673,0.90705336,0.170748491,0.384102492,0.768010639,0.238368679,0.408427863,0.942314873,0.516005543,1.465509406
323,money with wings,💸,0.241976886,0.758702664,0.113742041,0.183263284,0.672727929,0.189599158,0.364605442,0.788862359,0.396252234,1.169945729
324,memo,📝,0.249028749,0.827117327,0.121445222,0.245998446,0.624397824,0.263714064,0.275757576,0.885547786,0.496891997,1.538927739
325,chart increasing,📈,0.308473045,0.694716875,0.085932689,0.197161721,0.552986162,0.225908524,0.255986035,0.850360887,0.466904304,1.229592085
326,pushpin,📌,0.305249603,0.657361632,0.142403826,0.295350548,0.594460668,0.297305066,0.364322012,0.810308354,0.571569822,1.31246982
327,round pushpin,📍,0.20055701,0.591623525,0.090047772,0.194407244,0.511490003,0.21025805,0.252127099,0.70585727,0.42194194,1.059778662
328,key,🔑,0.145566542,0.611930621,0.087372346,0.18625385,0.508834495,0.176203599,0.245906954,0.741773383,0.336845518,1.139730913
329,crossed swords,⚔,0.305525998,0.730013478,0.132634603,0.279669433,0.642583529,0.265552954,0.324466199,0.723700078,0.571841526,1.242498404
330,pistol,🔫,0.415809531,0.448744512,0.177982093,0.445907947,0.34241034,0.257930048,0.211102067,0.452444379,0.630623798,0.71935277
331,balance scale,⚖,0.681681441,0.932848566,0.324304818,0.683614729,0.666423199,0.547415419,0.345297904,1.393378704,1.03322352,1.918535296
332,syringe,💉,0.273775584,0.580826348,0.165227011,0.395642739,0.500744649,0.302497766,0.281094422,0.672779882,0.648312838,1.174162801
333,warning,⚠,0.439607982,0.749455432,0.230112496,0.571282077,0.553022183,0.492896189,0.380576527,0.812113019,0.909324651,1.253401022
334,prohibited,🚫,0.448198607,0.59582198,0.320577253,0.452961954,0.530184681,0.409304673,0.288929256,0.828337875,0.840165506,1.192572409
335,up arrow,⬆,0.35272884,0.698022736,0.195194224,0.40881418,0.60153009,0.368784009,0.30203114,0.702440601,0.725391951,1.225688271
336,right arrow,➡,0.287942076,0.747024193,0.121026909,0.329469065,0.569876221,0.251933694,0.328817351,0.851423502,0.571792948,1.461690565
337,down arrow,⬇,0.331103366,0.891193717,0.140764708,0.352554935,0.635736632,0.34041937,0.373417975,0.954961612,0.61799117,1.42831357
338,right arrow curving down,⤵,0.298520229,0.722040459,0.156658968,0.352803439,0.57556026,0.291816354,0.268475751,0.86508853,0.567466427,1.376817637
339,Latin cross,✝,0.354296604,0.973030723,0.311099561,0.633316008,1.227968353,0.351004851,0.375375375,1.554371679,0.688149688,2.051801802
340,play button,▶,0.230092402,0.749379227,0.101555901,0.363560156,0.617470549,0.253446798,0.358165307,0.748156733,0.521312673,1.348258343
341,hollow red circle,⭕,0.246606734,0.58205535,0.139696809,0.256478054,0.57958752,0.215582584,0.306099066,0.70007051,0.438392385,1.208619778
342,checkmark button,✅,0.315468681,0.760929954,0.142920574,0.280360844,0.621162836,0.292429922,0.373915304,0.797230507,0.567076913,1.365643724
343,checkmark,✔,0.333029567,0.766973016,0.144149885,0.324430247,0.694613284,0.303659652,0.355168986,0.890124084,0.570142385,1.467739184
344,cross mark,❌,0.396056738,0.639582529,0.255677366,0.445092547,0.555080199,0.408975869,0.299117032,0.797830244,0.788747402,1.161475915
345,double exclamation mark,‼,0.346083334,0.56590097,0.186943981,0.293755616,0.487914347,0.323694321,0.28891336,0.655338557,0.621506455,0.974062125
346,exclamation question mark,⁉,0.344166564,0.460406957,0.240749766,0.362144913,0.362418668,0.361674193,0.269938884,0.625400772,0.708914924,0.912907311
347,question mark,❓,0.311647872,0.668672353,0.169339322,0.339744202,0.419115937,0.315021343,0.24857169,0.753282285,0.600018317,1.002638411
348,exclamation mark,❗,0.401114538,0.618841233,0.197696665,0.442791166,0.501017868,0.375402948,0.320267841,0.724174457,0.786568235,1.108517045
349,copy right,©,0.244358974,0.615693109,0.128010817,0.256466346,0.666889022,0.325807292,0.321686699,0.677720353,0.560340545,1.125967548
350,registered,®,0.316948555,0.545726824,0.097155487,0.396630149,0.485633288,0.355339868,0.250944968,0.632423602,0.60083926,1.182042411
351,trademark,™,0.260122709,0.588556035,0.200450424,0.316384793,0.495847957,0.293669933,0.266943111,0.611336427,0.569255229,1.175674804
352,keycap *,*️⃣,0.291797936,0.761942837,0.132729815,0.315325594,0.633542212,0.284039896,0.337716483,0.813666714,0.533032658,1.320443047
353,VS button,🆚,0.290355677,0.654468764,0.147970816,0.275649795,0.338463292,0.205540356,0.26128591,0.563839489,0.355905153,0.760145919
354,red circle,🔴,0.262668235,0.634562754,0.103946795,0.288398818,0.482996561,0.210605398,0.324935298,0.647423324,0.473742796,1.062237147
355,blue circle,🔵,0.206615341,0.58648552,0.073398573,0.222249418,0.509477571,0.271763757,0.332175109,0.586794115,0.415302751,1.015403167
356,black circle,⚫,0.152460509,0.527484593,0.091595075,0.168444251,0.431331407,0.227079457,0.253132217,0.515214379,0.400754846,0.815104847
357,white circle,⚪,0.176527181,0.608658425,0.092399885,0.221136072,0.486076464,0.18682754,0.310289188,0.574869569,0.390017739,0.947283309
358,chequered flag,🏁,0.16181122,0.609648532,0.07984734,0.189894984,0.544658136,0.190865325,0.246421712,0.584459578,0.35181097,0.985100651
359,rainbow flag,🏳️‍🌈,0.30048627,0.738386728,0.218077803,0.308638444,0.830978261,0.305663616,0.307065217,0.881121281,0.510268879,1.481636156
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
