CallID,TimeBetweenCalls
1,0.05982562527060509
2,3.68088481930976
3,3.0086357493792937
4,6.3001674001221595
5,0.9266344625502825
6,4.346692012209841
7,9.3104914894292925
8,2.9164952877582855
9,5.153240416030933
10,2.689073147252202
11,1.7061191712353405
12,4.461687784473945
13,5.266188274900962
14,1.6531753111630678
15,2.706301322206855
16,6.5319355169264055
17,0.2847763020545244
18,10.275406456979658
19,6.978874772451021
20,1.1718002626821091
21,2.5812206398695707
22,1.3876896100437504
23,3.180330522190381
24,5.585196729328728
25,5.592429704062248
26,4.4418377613831055
27,0.6816863863951658
28,7.675125322899915
29,0.6657757591456175
30,3.881159956565679
31,0.04228476993739605
32,11.17203885249634
33,9.418447118308062
34,2.66895355284214
35,2.0889739468693733
36,0.5868515912443399
37,3.0049372247158534
38,9.154264844449903
39,0.2754142750054598
40,1.1308526135981083
41,0.2059145402163267
42,12.118372558875278
43,0.3668787181377411
44,4.736798278819371
45,0.5765644919389374
46,0.6179197325307607
47,0.9883968122303486
48,8.061903863809206
49,14.899337492043022
50,2.383944047614932
51,3.1616910694349296
52,6.876668773255445
53,6.990032426676847
54,4.206452046640752
55,4.878631695936967
56,2.678226636722684
57,5.628387975368557
58,12.113384145778554
59,1.323066248144528
60,1.5480658672749996
61,4.946760007442992
62,7.416286132893659
63,0.22831680998206139
64,1.6235804036259651
65,0.7185826829290679
66,0.9157564118504524
67,1.6049642264842987
68,9.216449808253024
69,0.5234060492366552
70,8.046879566869833
71,6.522571835755119
72,2.462146152029057
73,13.088278322739795
74,2.1523241102695465
75,6.328903950456819
76,1.7055652104318142
77,0.2947913942711971
78,1.1869561150670052
79,5.756718241551646
80,6.256111606619455
81,2.5791229996830225
82,5.3888829982090485
83,0.9001648761332035
84,8.677478275689031
85,0.5465240177358839
86,8.763187653812315
87,6.580043792388536
88,4.107897203247596
89,7.307154200635053
90,6.232623420319654
91,3.421795736830283
92,0.2840807418009757
93,0.13121195137500763
94,5.362980373035718
95,5.384833201597978
96,2.096355266869068
97,2.919413480739642
98,2.10551824234426
99,1.5612414937967083
100,2.0943744350224733
101,1.962379204109311
102,1.6626180969178677
103,0.32776825207838395
104,3.7113186278270036
105,5.618817962370016
106,4.084885018922993
107,1.0156288743019104
108,1.8830231402777233
109,7.364304572007753
110,9.300519354137327
111,8.938399992379095
112,12.524541298902687
113,3.548581149605444
